lecturer_id,lecturer_name,faculty_code,faculty_name,scopus_author_id,latest_snapshot_month,publication_count_total,citation_count_total,h_index,publication_delta_month,citation_delta_month,api_status,notes
SCOPUS_57204673626,"dr. IRIANA MAHARANI, Sp.THT-KL.",FK,FK,57204673626,2026-03,12,9,2,0,0,IMPORTED,
SCOPUS_57204770951,"dr. ANDHIKA YUDISTIRA, Sp.OT(K).",FK,FK,57204770951,2026-03,11,22,3,0,1,IMPORTED,
SCOPUS_57204818859,"ZIADATUL HIKMIAH, S.Psi., M.Sc.",FISIP,FISIP,57204818859,2026-03,4,35,2,0,2,IMPORTED,
SCOPUS_57204833314,"M. ALI FAUZI, S.Kom., M.Kom., Ph.D.",FILKOM,FILKOM,57204833314,2026-03,66,806,18,0,7,IMPORTED,
SCOPUS_57204855523,"Dr. ANGGITA ROSIANA PUTRI, S.Si.",FK,FK,57204855523,2026-03,16,212,9,1,5,IMPORTED,
SCOPUS_57204897322,"Prof. Dr. MUJIBUR RAHMAN KHAIRUL MULUK, S.Sos., M.Si.",FIA,FIA,57204897322,2026-03,26,79,4,1,7,IMPORTED,
SCOPUS_57204963396,"Dr. Ns. FRANSISKA IMAVIKE FEVRIASANTY, S.Kep., M.Nurs.",FIKES,FIKES,57204963396,2026-03,4,14,1,0,0,IMPORTED,
SCOPUS_57204963542,"Ns. TONY SUHARSONO, S.Kep., M.Kep.",FIKES,FIKES,57204963542,2026-03,10,24,3,0,2,IMPORTED,
SCOPUS_57205024675,"Dr. MAR'ATUL FAUZIYAH, S.T.",FT,,57205024675,2026-03,18,230,6,0,2,IMPORTED,
SCOPUS_57205060648,"NIA BUDIANA, S.Pd., M.Pd.",FIB,FIB,57205060648,2026-03,3,64,2,0,3,IMPORTED,
SCOPUS_57205072823,"Dr. YULI FRITA NUNINGTYAS, S.Pt., M.P.",FAPET,FAPET,57205072823,2026-03,31,130,5,0,2,IMPORTED,
SCOPUS_57205077213,"Dr.Eng. OKE OKTAVIANTY, S.Si., MT.",FT,FT,57205077213,2026-03,11,82,3,0,0,IMPORTED,
SCOPUS_57205122241,"HENNY ROSALINDA, S.IP., M.A., Ph.D.",FISIP,FISIP,57205122241,2026-03,4,7,1,0,1,IMPORTED,
SCOPUS_57205143233,"R. ARYO DEWANTO, SE., MM., Ak., Ph.D.",FK,Fk,57205143233,2026-03,6,124,3,0,0,IMPORTED,
SCOPUS_57205145443,"Ns. NIKO DIMA KRISTIANINGRUM, S.Kep., M.Kep., Sp.Kep.Kom.",FIKES,FIKES,57205145443,2026-03,10,82,5,0,1,IMPORTED,
SCOPUS_57205150626,"Ns. LINDA WIEKE NOVIYANTI, S.Kep., M.Kep.",FIKES,FIKES,57205150626,2026-03,11,94,5,0,2,IMPORTED,
SCOPUS_57205298989,"Ir. YUSI TYRONI MURSITYO, S.Kom., M.AB.",FILKOM,FILKOM,57205298989,2026-03,6,20,3,0,0,IMPORTED,
SCOPUS_57205305803,"REKYAN REGASARI MARDI PUTRI, S.T., M.T.",FILKOM,FILKOM,57205305803,2026-03,5,23,2,0,1,IMPORTED,
SCOPUS_57205317791,"Dr. MOH ANAS KHOLISH, S.HI., M.H.I.",FISIP,FISIP,57205317791,2026-03,9,46,5,0,7,IMPORTED,
SCOPUS_57205320287,"Dr. SITI ROHMAH, M.HI.",FH,FH,57205320287,2026-03,17,102,6,3,48,IMPORTED,
SCOPUS_57205329130,"TAMARA GUSTI EBTAVANNY, S.Farm., Apt., M.Farm.",FK,FK,57205329130,2026-03,3,12,2,0,0,IMPORTED,
SCOPUS_57205329845,"Dr. RUDIANTO RAHARJO, ST., MT.",FT,FT,57205329845,2026-03,21,97,6,2,5,IMPORTED,
SCOPUS_57205393289,"Dr.rer.pol. WILDAN SYAFITRI, SE., ME.",FEB,FEB,57205393289,2026-03,14,42,2,2,2,IMPORTED,
SCOPUS_57205466608,"Dr. KANA MARDHIYYAH, S.Si., M.Biomed.",FK,FK,57205466608,2026-03,8,31,2,0,1,IMPORTED,
SCOPUS_57205470854,"NICO RAHMAN CAESAR, S.Pi., M.P.",FPIK,FPIK,57205470854,2026-03,48,157,7,2,10,IMPORTED,
SCOPUS_57205474607,"drh. AJENG ERIKA PRIHASTUTI HASKITO, M.Si.",FKH,FKH,57205474607,2026-03,20,75,3,0,2,IMPORTED,
SCOPUS_57205475930,"Prof. Dr. Dra. HERAWATI, MP.",FKH,FKH,57205475930,2026-03,10,50,5,1,1,IMPORTED,
SCOPUS_57205477317,"drh. AULIA FIRMAWATI, M.Vet.",FKH,FKH,57205477317,2026-03,12,19,3,0,1,IMPORTED,
SCOPUS_57205622740,"drg. DIKA AGUNG BAKHTIAR, Sp.Pros",FKG,,57205622740,2025-12,1,6,1,0,0,IMPORTED,
SCOPUS_57205628881,"REMBA YANUAR EFRANTO, S.T., M.T., Ph.D.",FT,FT,57205628881,2026-03,12,38,4,1,2,IMPORTED,
SCOPUS_57205631693,"Prof. Dr. Ir. DARSONO WISADIRANA, MS.",FISIP,FISIP,57205631693,2026-03,14,93,2,1,0,IMPORTED,
SCOPUS_57205652167,"Dr. dr. NINA HANDAYANI, Sp.M(K).",FK,FK,57205652167,2026-03,5,13,3,0,0,IMPORTED,
SCOPUS_57205877558,"Dr. TRI NURWATI, ST., MT.",FT,FT,57205877558,2026-03,21,66,6,0,1,IMPORTED,
SCOPUS_57206843701,"dr. HIKMAWAN WAHYU SULISTOMO, Ph.D.",FK,FK,57206843701,2026-03,22,103,5,2,3,IMPORTED,
SCOPUS_57207450584,"Prof. Dr. RUDIANTO, MA.",FPIK,,57207450584,2025-12,26,123,6,1,5,IMPORTED,
SCOPUS_57207451090,"BEAUTY SUESTINING DIYAH DEWANTI, S.T., M.T., Ph.D.",FTP,FTP,57207451090,2026-03,5,29,3,0,0,IMPORTED,
SCOPUS_57207451691,"Dr. DARMANTO, S.Si., M.Si.",FMIPA,FMIPA,57207451691,2026-03,11,25,3,0,0,IMPORTED,
SCOPUS_57207453065,"Dr. DODYK PRANOWO, STP., M.Si.",FTP,FTP,57207453065,2026-03,22,86,5,0,3,IMPORTED,
SCOPUS_57207456613,"Dr. Ir. ITA WAHJU NURSITA, M.Sc.",FAPET,FAPET,57207456613,2026-03,9,17,2,0,0,IMPORTED,
SCOPUS_57207457742,"KARTIKA YURLISA, S.P., M.Sc.",FP,FP,57207457742,2026-03,1,0,0,0,0,IMPORTED,
SCOPUS_57207461252,"DEGO YUSA ALI, S.TP., M.Sc.",FTP,FTP,57207461252,2026-03,15,50,4,0,2,IMPORTED,
SCOPUS_57207471036,"Prof. Dr. Ir. TRI EKO SUSILORINI, MP.",FAPET,FAPET,57207471036,2026-03,43,85,5,3,4,IMPORTED,
SCOPUS_57207471089,"Dr. Ir. JOKO TRIWINARTO SANTOSO, MSA.",FT,FT,57207471089,2026-03,2,4,1,0,0,IMPORTED,
SCOPUS_57207765504,"dr. AULIA RAHMI PAWESTRI, Ph.D. (Trop. Med.).",FK,FK,57207765504,2026-03,20,201,8,0,5,IMPORTED,
SCOPUS_57207773112,"MEDEA RAHMADHANI UTOMO, S.P., M.Si.",FP,FP,57207773112,2026-03,4,34,3,0,0,IMPORTED,
SCOPUS_57207773796,"Prof. Dr.rer.nat. ABDURROUF, S.Si., M.Si.",FMIPA,FMIPA,57207773796,2026-03,53,333,8,0,1,IMPORTED,
SCOPUS_57207779736,"Dr. TRIANDRIANI MUSTIKAWATI, ST., MT.",FT,FT,57207779736,2026-03,3,8,2,0,0,IMPORTED,
SCOPUS_57207793599,"Dr. TURHADI, S.Si., M.Si.",FMIPA,FMIPA,57207793599,2026-03,20,86,6,3,1,IMPORTED,
SCOPUS_57207817341,"Dr. AHSAN, S.Kp., M.Kes.",FIKES,FIKES,57207817341,2026-03,51,295,11,1,6,IMPORTED,
SCOPUS_57207822673,"Dr. med. dr. TOMMY ALFANDY NAZWAR, Sp.BS(K), FINSS, FINPS, FICS",FK,FK,57207822673,2026-03,47,117,6,0,5,IMPORTED,
SCOPUS_57207843103,"Ns. RENNY NOVA, S.Kep., M.Kep., Sp.Kep.J.",FIKES,FIKES,57207843103,2026-03,6,14,2,0,0,IMPORTED,
SCOPUS_57207888907,"Prof. Dr. SUTRISNO T., SE., Ak., M.Si.",FEB,FEB,57207888907,2026-03,17,195,9,0,4,IMPORTED,
SCOPUS_57207889026,"Dr. ATIM DJAZULI, S.E., MM.",FEB,,57207889026,2025-12,15,82,5,1,3,IMPORTED,
SCOPUS_57207889301,"Dr. ANNA SATYANA KARYAWATI, S.P., M.P.",FP,FP,57207889301,2026-03,18,29,3,2,2,IMPORTED,
SCOPUS_57207911149,"FERONIKA HEPPY SRIHERFYNA, S.TP., M.P., Ph.D.",FTP,FTP,57207911149,2026-03,4,35,3,0,1,IMPORTED,
SCOPUS_57207957175,"DWI CANDRA PRATIWI, S.Pi., M.P.",FPIK,FPIK,57207957175,2026-03,17,66,5,1,5,IMPORTED,
SCOPUS_57207957754,"MIKCHAELL ALFANOV PARDAMEAN PANJAITAN, S.Pi., M.P.",FPIK,FPIK,57207957754,2026-03,7,20,3,0,1,IMPORTED,
SCOPUS_57207964221,"SETYA WIDI AYUNING PERMANASARI, S.Pi, MP",FPIK,FPIK,57207964221,2026-03,1,4,1,0,0,IMPORTED,
SCOPUS_57207965261,"Dr. Ir. ANTHON EFANI, M.P.",FPIK,FPIK,57207965261,2026-03,19,105,5,0,1,IMPORTED,
SCOPUS_57207975659,"UBAIDILLAH, S.TP., M.Si.",FTP,FTP,57207975659,2026-03,11,198,7,0,0,IMPORTED,
SCOPUS_57208009842,"Dr. SILVI IKAWATI, S.P., M.Sc., M.P.",FP,FP,57208009842,2026-03,12,88,5,0,0,IMPORTED,
SCOPUS_57208060006,"Prof. Dr. WURYAN ANDAYANI, S.E., Ak., M.Si.",FEB,FEB,57208060006,2026-03,27,227,6,0,9,IMPORTED,
SCOPUS_57208080682,"PRISCHA LISTININGRUM, S.H., LL.M.",FH,FH,57208080682,2026-03,11,94,5,0,5,IMPORTED,
SCOPUS_57208114181,"Dr. FADLI MULYADI, S.P., M.P.",FP,FP,57208114181,2026-03,6,11,2,0,0,IMPORTED,
SCOPUS_57208150811,"Ir. INGGIT KRESNA MAHARSIH, S.T., M.Sc.",FTP,FTP,57208150811,2026-03,12,52,4,0,1,IMPORTED,
SCOPUS_57208152565,"AMALIA FEBRYANE ADHANI MAZAYA, S.Pi., M.Si.",FPIK,FPIK,57208152565,2026-03,3,7,2,1,0,IMPORTED,
SCOPUS_57208152771,"Ir. MOKHAMAD ASYIEF KHASAN BUDIMAN, S.Hut., M.Si.",FP,FP,57208152771,2026-03,10,29,3,0,1,IMPORTED,
SCOPUS_57208224665,"TAUFIQ ISMAIL, S.S., S.E., M.M., Ph.D.",FEB,FEB,57208224665,2026-03,7,231,5,0,7,IMPORTED,
SCOPUS_57208229581,"SYLVIE INDAH KARTIKA SARI, S.T., M.Eng.",FT,FT,57208229581,2026-03,3,0,0,0,0,IMPORTED,
SCOPUS_57208267136,"Dr. dr. NIA KURNIANINGSIH, M.Biomed.",FK,FK,57208267136,2026-03,23,93,7,2,2,IMPORTED,
SCOPUS_57208311757,"ZEFRY ZAINAL ABIDIN, Sp.BM.",FKG,,57208311757,2025-12,1,11,1,0,0,IMPORTED,
SCOPUS_57208311758,"drg. FREDY MARDIYANTORO, Sp.BM.",FKG,FKG,57208311758,2026-03,9,20,3,0,2,IMPORTED,
SCOPUS_57208311784,"MOCHAMMAD FATTAH, SPi., M.Si.",FPIK,FPIK,57208311784,2026-03,24,133,7,1,4,IMPORTED,
SCOPUS_57208314799,"Dr. MOCHAMMAD SYAMSULHADI, S.P., M.P.",FP,FP,57208314799,2026-03,10,47,4,0,2,IMPORTED,
SCOPUS_57208332326,"BAYU INDRA PRATAMA, S.I.Kom., M.A.",FIA,FIA,57208332326,2026-03,7,13,2,0,0,IMPORTED,
SCOPUS_57208468289,"Ir. IHWAN HAMDALA, S.T., M.T.",FT,FT,57208468289,2026-03,2,8,1,0,0,IMPORTED,
SCOPUS_57208468620,"BAYU SATRIYA WARDHANA, S.T., M.Eng., Ph.D.",FT,FT,57208468620,2026-03,6,30,4,0,1,IMPORTED,
SCOPUS_57208469344,"Dr. Ir. REDI BINTARTO, S.T., M.Eng.Pract.",FT,FT,57208469344,2026-03,15,42,3,0,2,IMPORTED,
SCOPUS_57208470884,"Ir. ERWIN SULISTYO, MT.",FT,FT,57208470884,2026-03,7,14,3,0,0,IMPORTED,
SCOPUS_57208471263,"POPPY SATYA PUSPITA, S.Pt., M.Si.",FAPET,FAPET,57208471263,2026-03,6,38,2,0,0,IMPORTED,
SCOPUS_57208500778,"FIKRUL AKBAR ALAMSYAH, S.T., M.T., Ph.D.",FT,FT,57208500778,2026-03,8,14,2,0,0,IMPORTED,
SCOPUS_57208510469,"Ir. Dr. DIVA KURNIANINGTYAS, S.Kom.",FILKOM,FILKOM,57208510469,2026-03,35,50,4,0,2,IMPORTED,
SCOPUS_57208525564,"Dr. dr. TITA HARIYANTI, M.Kes.",FK,FK,57208525564,2026-03,22,63,4,1,0,IMPORTED,
SCOPUS_57208527900,"Ns. IKHDA ULYA, S.Kep., M.Kep.",FIKES,FIKES,57208527900,2026-03,7,6,1,0,1,IMPORTED,
SCOPUS_57208529578,"Ns. BINTARI RATIH KUSUMANINGRUM, S.Kep., M.Kep.",FIKES,FIKES,57208529578,2026-03,4,4,1,0,1,IMPORTED,
SCOPUS_57208551812,"SAPARILA WOROKINASIH, S.Sos., M.Si., Ph.D.",FIA,FIA,57208551812,2026-03,9,60,3,1,1,IMPORTED,
SCOPUS_57208554869,"PRIMATAR KUSWIRADYO, S.T., M.T.",FT,FT,57208554869,2026-03,6,19,3,0,3,IMPORTED,
SCOPUS_57208554995,"Ir. SIGIT KUSMARYANTO, M.Eng.",FT,FT,57208554995,2026-03,8,17,2,0,2,IMPORTED,
SCOPUS_57208555026,"RUSMI AMBARWATI, ST., MT.",FT,FT,57208555026,2026-03,8,24,3,0,0,IMPORTED,
SCOPUS_57208581713,"Ir. CICIK UDAYANA, M.Si., Ph.D.",FP,FP,57208581713,2026-03,8,27,3,0,0,IMPORTED,
SCOPUS_57208592939,"YENNY KORNITASARI, S.E., M.E.",FEB,FEB,57208592939,2026-03,2,0,0,0,0,IMPORTED,
SCOPUS_57209010627,"Dr. Drs. ROEKHUDIN, Ak., M.Si.",FEB,FEB,57209010627,2026-03,12,64,3,0,3,IMPORTED,
SCOPUS_57209020851,"ARIEF DARMAWAN, S.Si., M.Sc., Ph.D.",FPIK,FPIK,57209020851,2026-03,23,149,6,0,2,IMPORTED,
SCOPUS_57209099355,"dr. AULIA ABDUL HAMID ABDULLAH, M. Biomed.Sc., Sp.M., (K).",FK,FK,57209099355,2026-03,5,28,2,0,0,IMPORTED,
SCOPUS_57209144189,"dr. LELY RETNO WULANDARI, Sp.M(K).",FK,FK,57209144189,2026-03,8,70,3,0,0,IMPORTED,
SCOPUS_57209198578,"Dr. SARI ATMINI, SE., Ak., M.Si.",FEB,FEB,57209198578,2026-03,13,69,4,0,11,IMPORTED,
SCOPUS_57209220983,"NIKEN HENDRAKUSMA WARDANI, S.Kom., M.Kom",FPIK,FPIK,57209220983,2026-03,4,8,2,0,0,IMPORTED,
SCOPUS_57209245143,"dr. PUTRI ANNISA KAMILA, Sp.JP.",FK,FK,57209245143,2026-03,18,28,3,0,1,IMPORTED,
SCOPUS_57209246021,"Dr. dr. PANJI SANANTA, Sp.OT., M.Ked.",FK,FK,57209246021,2026-03,31,99,6,0,2,IMPORTED,
SCOPUS_57209252947,"drh. DYAH AYU OKTAVIANIE ARDHIANA PRATAMA, M.Biotech.",FKH,FKH,57209252947,2026-03,18,36,4,1,0,IMPORTED,
SCOPUS_57209256074,"Dr. dr. ARIANI, M.Kes., Sp.A(K).",FK,FK,57209256074,2026-03,2,1,1,0,0,IMPORTED,
SCOPUS_57209395948,"FIRDY YUANA, S.Si., M.Si.",FMIPA,FMIPA,57209395948,2026-03,3,4,1,0,0,IMPORTED,
SCOPUS_57209397340,"LENY BUDHI HARTI, S.Gz., M.Si.Med., Dietsien.",FIKES,FIKES,57209397340,2026-03,7,4,1,0,0,IMPORTED,
SCOPUS_57209451303,"Dr. Ir. SRI MINARTI, MP., IPM.",FAPET,FAPET,57209451303,2026-03,6,21,2,0,1,IMPORTED,
SCOPUS_57209618071,"TANALYNA HASNA, S.TP., M.Sc.",FTP,FTP,57209618071,2026-03,4,2,1,0,0,IMPORTED,
SCOPUS_57209638373,"LAILA MASRURO PIMADA, S.E., M.S.E.I.",FEB,FEB,57209638373,2026-03,2,8,1,0,1,IMPORTED,
SCOPUS_57209710164,"RHYTIA AYU CHRISTIANTY PUTRI, S.TP., M.Sc., M.P.",FTP,FTP,57209710164,2026-03,4,6,1,0,0,IMPORTED,
SCOPUS_57209804830,"Ir. AGUS TUMULYADI, MP.",FPIK,FPIK,57209804830,2026-03,10,26,3,0,0,IMPORTED,
SCOPUS_57209853691,"R. ADHARYAN ISLAMY, S.Pi., MP.",FPIK,FPIK,57209853691,2026-03,44,673,17,0,9,IMPORTED,
SCOPUS_57210011714,"DWI FADILA KURNIAWAN, ST., MT.",FT,FT,57210011714,2026-03,4,16,2,0,0,IMPORTED,
SCOPUS_57210108791,"Prof. Dr. Ir. NI WAYAN SURYA WARDHANI, M.S.",FMIPA,,57210108791,2025-12,27,252,6,0,6,IMPORTED,
SCOPUS_57210115724,"ARIF DELVIAWAN, S.Hut., M.Agr., Ph.D.",FP,FP,57210115724,2026-03,2,45,2,0,0,IMPORTED,
SCOPUS_57210123913,"HILWIN NISA', S.Si., M.Stat.",FMIPA,FMIPA,57210123913,2026-03,1,3,1,0,0,IMPORTED,
SCOPUS_57210145983,"YASA PALAGUNA UMAR, S.TP., M.Sc., Ph.D.",FTP,FTP,57210145983,2026-03,6,7,2,0,0,IMPORTED,
SCOPUS_57210174841,"MOHAMMAD IQBAL, S.Sos., MIB., DBA.",FIA,FIA,57210174841,2026-03,31,261,11,2,21,IMPORTED,
SCOPUS_57210182643,"dr. ISNGADI, M.Kes., Sp.An., KAO.",FK,FK,57210182643,2026-03,14,35,3,0,0,IMPORTED,
SCOPUS_57210341614,"Dr. Dra. SRI HERMININGRUM, M.Hum.",FIB,,57210341614,2025-12,3,21,2,0,0,IMPORTED,
SCOPUS_57210417808,"Dr. drh. SITI KURNIAWATI, M.Ked.Trop.",FKH,FKH,57210417808,2026-03,7,51,4,0,1,IMPORTED,
SCOPUS_57210448378,"Dr. YULIAN WIJI UTAMI, S.Kp., M.Kes.",FIKES,FIKES,57210448378,2026-03,8,101,2,0,7,IMPORTED,
SCOPUS_57210636624,"YULIA SILVANI, S.Keb., Bd., M.Keb.",FK,FK,57210636624,2026-03,2,0,0,0,0,IMPORTED,
SCOPUS_57210644172,"dr. HIDAYAT SUJUTI, Ph.D., Sp.M(K).",FK,FK,57210644172,2026-03,121,3192,15,0,8,IMPORTED,
SCOPUS_57210645456,"MUHAMMAD DAILAMI, S.Si., M.Si.",FPIK,FPIK,57210645456,2026-03,19,60,5,1,1,IMPORTED,
SCOPUS_57210645795,"Dr. dr. MOHAMMAD KUNTADI SYAMSUL HIDAYAT, M.Kes.MMR., Sp.OT.",FK,FK,57210645795,2026-03,1,1,1,0,0,IMPORTED,
SCOPUS_57210673291,"dr. SIWIPENI IRMAWANTI RAHAYU, M.Biomed., Sp.M.K.",FK,FK,57210673291,2026-03,2,18,2,0,0,IMPORTED,
SCOPUS_57210745072,"ALDILA PUTRI RAHAYU, S.P., M.P.",FP,FP,57210745072,2026-03,12,60,4,0,2,IMPORTED,
SCOPUS_57210764350,"Dr. ENDAH SETYOWATI, S.Sos., M.Si.",FIA,FIA,57210764350,2026-03,7,2,1,0,0,IMPORTED,
SCOPUS_57210825599,"Prof. Dr. Drs. MUHAMMAD SAIFI, M.Si.",FIA,,57210825599,2025-12,14,52,4,0,1,IMPORTED,
SCOPUS_57210913417,"drg. RUDHANTON, Sp.Perio.",FKG,FKG,57210913417,2026-03,1,1,1,0,0,IMPORTED,
SCOPUS_57210922317,"Dr. DEWI ARIANI, SST., M.P.H.",FK,FK,57210922317,2026-03,4,10,2,0,1,IMPORTED,
SCOPUS_57210932634,"drh. GALUH CHANDRA AGUSTINA, M.Si.",FKH,FKH,57210932634,2026-03,13,31,4,1,0,IMPORTED,
SCOPUS_57211001876,"INTAN YUSUF HABIBIE, S.Gz., M.Sc.",FIKES,FIKES,57211001876,2026-03,6,9,2,0,0,IMPORTED,
SCOPUS_57211009300,"EKO WALUYO, S.Pi., M.Sc.",FPIK,FPIK,57211009300,2026-03,1,21,1,0,0,IMPORTED,
SCOPUS_57211071188,"Dr. Ir. HARI SISWOYO, ST., MT., IPM., ASEAN Eng.",FT,FT,57211071188,2026-03,10,12,2,0,0,IMPORTED,
SCOPUS_57211080585,"Dr. FERI EKO HERMANTO, S.Si., M.Si.",FAPET,FAPET,57211080585,2026-03,45,154,8,2,11,IMPORTED,
SCOPUS_57211275996,"HANIFA MAULANI RAMADHAN, S.AB., M.AB.",FIA,FIA,57211275996,2026-03,1,13,1,0,1,IMPORTED,
SCOPUS_57211280447,"CUCUN HERLINA, S.Pi., M.P.",FPIK,FPIK,57211280447,2026-03,5,3,1,1,1,IMPORTED,
SCOPUS_57211293144,"EREKSO HADIWIJOYO, S.Hut., M.Si.",FP,FP,57211293144,2026-03,9,17,3,0,1,IMPORTED,
SCOPUS_57211293406,"VIKA MAULIDIYAH, S.Pi., M.Si.",FPIK,FPIK,57211293406,2026-03,3,3,1,0,1,IMPORTED,
SCOPUS_57211318638,"Dr. AHMAD IMRON ROZULI, S.E., M.Si.",FISIP,FISIP,57211318638,2026-03,5,31,2,0,0,IMPORTED,
SCOPUS_57211332643,"Ns. SETYOADI, S.Kep., M.Kep., Sp.Kep.Kom.",FIKES,FIKES,57211332643,2026-03,15,45,3,0,0,IMPORTED,
SCOPUS_57211356866,"dr. ZUHROTUN ULYA, Sp.K.J.",FK,FK,57211356866,2026-03,1,10,1,0,0,IMPORTED,
SCOPUS_57211385683,"Dr.Dra. INDAH WINARNI, MA.",FIB,,57211385683,2025-12,5,3,1,0,0,IMPORTED,
SCOPUS_57211387617,"REZA ANDRIA SIREGAR, S.T., M.Kom.",FILKOM,FILKOM,57211387617,2026-03,4,18,3,0,2,IMPORTED,
SCOPUS_57211388649,"Dr. Ns. HENI DWI WINDARWATI, S.Kep., M.Kep., Sp.KepJ.",FIKES,FIKES,57211388649,2026-03,34,261,8,0,7,IMPORTED,
SCOPUS_57211394835,"Dr. YATI SRI HAYATI, S.Kp., M.Kes.",FIKES,FIKES,57211394835,2026-03,16,40,2,1,1,IMPORTED,
SCOPUS_57211403632,"Dr. CITRA SATRYA UTAMA DEWI, S.Pi., M.Si.",FPIK,FPIK,57211403632,2026-03,23,91,5,0,1,IMPORTED,
SCOPUS_57211480385,"EFTA TRIASTUTI, S.Si., Apt., M.Farm.Klin., Ph.D.",FK,FK,57211480385,2026-03,10,134,4,1,5,IMPORTED,
SCOPUS_57211524590,"Dr. SRI AJU INDROWATY, S.Pd., M.Pd.",FIB,FIB,57211524590,2026-03,2,2,1,0,0,IMPORTED,
SCOPUS_57211538750,"dr. CHRISANDI YUSUF RIZQIANSYAH, Sp.PD.",FK,FK,57211538750,2026-03,3,27,3,0,0,IMPORTED,
SCOPUS_57211552725,"dr. DEARIKHA KARINA MAYASHINTA, M.Biomed.",FK,FK,57211552725,2026-03,5,13,2,0,1,IMPORTED,
SCOPUS_57211558867,"BRILLYANES SANAWIRI, SAB., MBA.",FIA,FIA,57211558867,2026-03,4,38,2,1,1,IMPORTED,
SCOPUS_57211608233,"DESTYANA ELLINGGA PRATIWI, S.P., M.P.",FP,FP,57211608233,2026-03,3,13,2,0,0,IMPORTED,
SCOPUS_57211609712,"CONDRO PUSPO NUGROHO, S.P., M.P.",FP,FP,57211609712,2026-03,1,7,1,0,0,IMPORTED,
SCOPUS_57211610107,"ANDREAN EKA HARDANA, S.P., M.BA., M.P.",FP,FP,57211610107,2026-03,7,25,3,0,0,IMPORTED,
SCOPUS_57211620280,"YAN AKHBAR PAMUNGKAS, S.T.,M.Sc.",FT,FT,57211620280,2026-03,3,4,2,0,0,IMPORTED,
SCOPUS_57211620786,"DIAN INDAH SHOFARINI, ST., MT.",FT,FT,57211620786,2026-03,3,3,1,0,0,IMPORTED,
SCOPUS_57211623777,"Dra. MARLINA EKAWATY, M.Si., Ph.D.",FEB,FEB,57211623777,2026-03,11,9,2,2,3,IMPORTED,
SCOPUS_57211624570,"WULAN ASTRINI, ST., M.Ds.",FT,,57211624570,2025-12,1,1,1,0,0,IMPORTED,
SCOPUS_57211625095,"Dr. DIAN CHANDRASASI, ST., MT.",FT,FT,57211625095,2026-03,11,24,2,0,0,IMPORTED,
SCOPUS_57211627213,"Ir. MUHAMMAD SATYA ADHITAMA, ST., M.Sc., CIQnR., CIQaR.",FT,FT,57211627213,2026-03,5,31,2,0,5,IMPORTED,
SCOPUS_57211627323,"MEDHA BASKARA, S.P., M.T.",FP,FP,57211627323,2026-03,2,2,1,0,0,IMPORTED,
SCOPUS_57211645876,"ANGGUN RINDANG CEMPAKA, S.Gz., Dietisien., MS.",FIKES,FIKES,57211645876,2026-03,12,21,2,0,0,IMPORTED,
SCOPUS_57211670271,"INGGITA KUSUMASTUTY, S.Gz., M.Biomed.",FIKES,FIKES,57211670271,2026-03,24,40,3,0,0,IMPORTED,
SCOPUS_57211794577,"Prof. Dr. ABDUL RACHMAD BUDIONO, S.H., M.H.",FH,FH,57211794577,2026-03,5,4,1,0,0,IMPORTED,
SCOPUS_57211811334,"Prof. Ir. AGUS SUHARYANTO, M.Eng., Ph.D.",FT,FT,57211811334,2026-03,31,68,5,0,0,IMPORTED,
SCOPUS_57211910530,"Dr. KUSWANTORO RUSCA PUTRA, S.Kp., M.Kep.",FIKES,FIKES,57211910530,2026-03,27,120,5,0,5,IMPORTED,
SCOPUS_57211924879,"Dr. Drs. FADILLAH AMIN, M.AP., Ph.D.",FIA,FIA,57211924879,2026-03,14,43,4,0,1,IMPORTED,
SCOPUS_57211948324,"Dr. ROSIHAN ASMARA, S.E., M.P.",FP,FP,57211948324,2026-03,26,50,4,1,3,IMPORTED,
SCOPUS_57212006747,"dr. SAPTADI YULIARTO, M.Kes., Sp.A(K).",FK,FK,57212006747,2026-03,32,390,9,0,8,IMPORTED,
SCOPUS_57212023384,"Dr. RIA YULIATI, S.Pd., M.A.",FIB,FIB,57212023384,2026-03,2,8,2,0,0,IMPORTED,
SCOPUS_57212083689,"ANIK SUSANTI, S.Pd., M.Si.",FISIP,FISIP,57212083689,2026-03,2,4,1,0,0,IMPORTED,
SCOPUS_57212089840,"DESY SETYONINGRUM, S.Kel., M.P.",FPIK,FPIK,57212089840,2026-03,8,25,4,1,0,IMPORTED,
SCOPUS_57212109827,"Dr.Eng. Ir. HERRY SANTOSA, ST., MT., IPM., IAI.",FT,FT,57212109827,2026-03,19,95,5,0,3,IMPORTED,
SCOPUS_57212172166,"dr. NURETHA HEVY PURWANINGTYAS, M.Sc., Sp.D.L.P.",FK,FK,57212172166,2026-03,4,26,2,0,1,IMPORTED,
SCOPUS_57212190694,"SITI MUTROFIN, S.Si., M.Sc.",FMIPA,FMIPA,57212190694,2026-03,16,136,7,0,1,IMPORTED,
SCOPUS_57212211047,"LUSY DEASYANA RAHMA DEVITA, SAB., MAB.",FIA,FIA,57212211047,2026-03,1,17,1,0,0,IMPORTED,
SCOPUS_57212212562,"RIZAL ALFISYAHR, S.E., M.M.",FIA,FIA,57212212562,2026-03,5,68,5,0,4,IMPORTED,
